pct_alcohol,cloruros,acido_citrico,densidad,acidez_fija,dioxido_azufre_libre,PH,puntuacion,azucar_residual,sulfitos,dioxido_azufre_total,vino_blanco,vino_tinto,acidez_volatil
9.5,0.067,0.14,0.9969,8.8,10.0,3.19,5,2.4,0.59,42.0,0,1,0.61
9.5,0.067,0.14,0.9969,8.8,10.0,3.19,5,2.4,0.59,42.0,0,1,0.61
9.3,0.27,0.49,0.9972,8.9,23.0,3.12,5,2.0,1.02,110.0,0,1,0.61
9.3,0.076,0.02,0.9972,7.2,16.0,3.44,5,2.5,0.52,42.0,0,1,0.73
9.3,0.077,0.2,0.9971,6.8,11.0,3.54,5,1.8,0.58,65.0,0,1,0.61
9.3,0.079,0.21,0.997,6.7,8.0,3.52,6,1.9,0.58,62.0,0,1,0.62
9.7,0.111,0.57,0.9971,8.9,26.0,3.26,5,2.0,0.53,85.0,0,1,0.31
9.2,0.08199999999999999,0.48,0.9972,7.4,14.0,3.34,5,2.0,0.55,67.0,0,1,0.39
9.7,0.084,0.1,0.9976,7.7,9.0,3.39,5,2.6,0.49,26.0,0,1,0.705
9.5,0.084,0.33,0.9968,7.9,15.0,3.2,5,2.0,0.55,143.0,0,1,0.5
9.5,0.08199999999999999,0.32,0.9968,7.9,17.0,3.2,5,1.9,0.55,144.0,0,1,0.49
9.4,0.077,0.35,0.9976,8.2,21.0,3.23,5,2.9,0.62,127.0,0,1,0.5
9.8,0.07400000000000001,0.25,0.9974,6.4,21.0,3.57,6,1.9,0.62,49.0,0,1,0.37
9.5,0.099,0.12,0.9969,6.8,16.0,3.28,5,3.8,0.61,126.0,0,1,0.63
9.7,0.071,0.21,0.9964,7.6,7.0,3.28,5,2.2,0.55,28.0,0,1,0.55
9.7,0.071,0.21,0.9964,7.6,7.0,3.28,5,2.2,0.55,28.0,0,1,0.55
9.4,0.07400000000000001,0.33,0.9968,7.8,24.0,3.25,5,2.0,0.54,120.0,0,1,0.59
10.2,0.07400000000000001,0.3,0.9968,7.3,15.0,3.46,5,2.4,0.59,55.0,0,1,0.58
10.1,0.067,0.6,0.9981,11.5,12.0,3.11,6,2.0,0.97,27.0,0,1,0.3
13.0,0.046,0.08,0.9924,5.4,13.0,3.57,7,1.2,0.85,93.0,0,1,0.835
11.4,0.061,0.06,0.9948,6.9,12.0,3.51,4,2.1,0.43,31.0,0,1,1.09
10.3,0.055999999999999994,0.47,0.99695,9.6,9.0,3.22,7,1.4,0.82,24.0,0,1,0.32
9.3,0.09699999999999999,0.48,0.9975,8.8,39.0,3.04,5,2.1,1.03,145.0,0,1,0.37
9.5,0.075,0.11,0.99545,6.8,16.0,3.36,5,1.5,0.79,49.0,0,1,0.5
9.2,0.08800000000000001,0.35,0.9961,7.0,16.0,3.34,5,1.6,0.55,39.0,0,1,0.42
9.2,0.08900000000000001,0.36,0.99615,7.0,14.0,3.34,6,1.6,0.56,37.0,0,1,0.43
10.8,0.095,0.74,0.9994,12.8,9.0,3.2,7,2.6,0.77,28.0,0,1,0.3
10.8,0.095,0.74,0.9994,12.8,9.0,3.2,7,2.6,0.77,28.0,0,1,0.3
9.3,0.069,0.31,0.99625,7.8,26.0,3.29,5,1.8,0.53,120.0,0,1,0.57
9.4,0.1,0.28,0.9966,7.8,18.0,3.22,5,2.7,0.67,95.0,0,1,0.44
10.5,0.054000000000000006,0.58,0.998,11.0,7.0,3.31,7,2.1,0.88,19.0,0,1,0.3
12.4,0.039,0.6,0.99585,9.7,5.0,3.3,6,2.0,0.86,19.0,0,1,0.53
10.0,0.083,0.24,0.99685,8.0,10.0,3.35,6,2.8,0.56,62.0,0,1,0.725
10.2,0.059000000000000004,0.64,0.998,11.6,5.0,3.21,6,2.1,0.67,15.0,0,1,0.44
10.1,0.06,0.26,0.9959,8.2,28.0,3.3,5,2.2,0.43,65.0,0,1,0.57
9.8,0.092,0.08,0.9974,7.8,10.0,3.24,6,2.4,0.71,41.0,0,1,0.735
10.5,0.06,0.49,0.9974,7.0,26.0,3.34,5,5.6,0.76,121.0,0,1,0.49
11.0,0.10099999999999999,0.16,0.9962,8.7,13.0,3.14,5,2.0,0.57,49.0,0,1,0.625
9.1,0.07200000000000001,0.22,0.9967,8.1,11.0,3.36,5,2.2,0.55,41.0,0,1,0.725
9.7,0.076,0.19,0.9957,7.5,10.0,3.39,5,1.9,0.54,44.0,0,1,0.49
9.5,0.08,0.33,0.99655,7.8,24.0,3.3,5,2.4,0.6,144.0,0,1,0.53
9.4,0.08199999999999999,0.37,0.9964,7.8,24.0,3.34,6,2.0,0.59,58.0,0,1,0.34
9.4,0.10099999999999999,0.26,0.9957,7.4,16.0,3.15,5,2.0,0.57,72.0,0,1,0.53
9.5,0.057,0.04,0.99525,6.8,5.0,3.42,5,1.5,0.6,10.0,0,1,0.61
10.0,0.083,0.25,0.99815,8.6,8.0,3.28,6,2.0,0.6,28.0,0,1,0.645
10.4,0.08900000000000001,0.36,0.99745,8.4,15.0,3.31,4,2.0,0.57,55.0,0,1,0.635
10.5,0.073,0.25,0.99615,7.7,29.0,3.37,6,2.6,0.58,63.0,0,1,0.43
9.5,0.337,0.5,0.9964,8.9,27.0,3.04,6,2.0,1.61,81.0,0,1,0.59
9.8,0.08900000000000001,0.14,0.9984,9.0,9.0,3.39,5,2.6,0.63,23.0,0,1,0.82
10.5,0.073,0.25,0.99615,7.7,29.0,3.37,6,2.6,0.58,63.0,0,1,0.43
11.0,0.081,0.25,0.99685,6.9,10.0,3.46,5,2.6,0.5,37.0,0,1,0.52
12.2,0.054000000000000006,0.04,0.9927,5.2,19.0,3.54,7,1.6,0.62,106.0,0,1,0.48
9.9,0.078,0.06,0.99625,8.0,12.0,3.37,6,1.8,0.52,49.0,0,1,0.38
9.6,0.09,0.2,0.998,8.5,18.0,3.34,6,2.8,0.7,58.0,0,1,0.37
11.0,0.081,0.25,0.99685,6.9,10.0,3.46,5,2.6,0.5,37.0,0,1,0.52
9.0,0.065,0.09,0.99685,8.2,7.0,3.32,6,2.3,0.55,37.0,0,1,1.0
9.0,0.09699999999999999,0.0,0.99675,7.2,14.0,3.37,6,1.9,0.58,38.0,0,1,0.63
9.0,0.09699999999999999,0.0,0.99675,7.2,14.0,3.37,6,1.9,0.58,38.0,0,1,0.63
9.2,0.09699999999999999,0.0,0.99675,7.2,15.0,3.37,6,1.9,0.58,39.0,0,1,0.645
9.0,0.09699999999999999,0.0,0.99675,7.2,14.0,3.37,6,1.9,0.58,38.0,0,1,0.63
9.0,0.065,0.09,0.99685,8.2,7.0,3.32,6,2.3,0.55,37.0,0,1,1.0
9.3,0.263,0.37,0.9971,8.9,5.0,3.0,5,1.7,1.09,62.0,0,1,0.635
10.9,0.09300000000000001,0.56,0.99925,12.0,6.0,3.14,6,2.1,0.71,24.0,0,1,0.38
9.8,0.102,0.1,0.99565,7.7,28.0,3.08,6,1.8,0.49,109.0,0,1,0.58
9.2,0.075,0.44,1.00005,15.0,10.0,3.07,7,2.2,0.84,24.0,0,1,0.21
9.2,0.075,0.44,1.00005,15.0,10.0,3.07,7,2.2,0.84,24.0,0,1,0.21
9.9,0.084,0.0,0.9983,7.3,6.0,3.61,6,2.0,0.96,23.0,0,1,0.66
9.5,0.075,0.07,0.99685,7.1,16.0,3.38,5,1.9,0.52,51.0,0,1,0.68
9.3,0.07200000000000001,0.17,0.9963,8.2,11.0,3.2,5,2.3,0.45,73.0,0,1,0.6
9.8,0.07400000000000001,0.06,0.99615,7.7,9.0,3.35,6,1.7,0.48,39.0,0,1,0.53
9.9,0.084,0.0,0.9983,7.3,6.0,3.61,6,2.0,0.96,23.0,0,1,0.66
10.0,0.063,0.44,0.9985,10.8,16.0,3.22,6,1.6,0.78,37.0,0,1,0.32
9.9,0.07400000000000001,0.0,0.9972,7.1,16.0,3.47,6,1.8,0.7,34.0,0,1,0.6
10.5,0.09,0.48,0.9986,11.1,5.0,3.17,5,3.1,0.53,21.0,0,1,0.35
9.5,0.092,0.42,0.9959,7.7,8.0,3.23,5,1.9,0.59,86.0,0,1,0.775
9.9,0.07400000000000001,0.0,0.9972,7.1,16.0,3.47,6,1.8,0.7,34.0,0,1,0.6
9.3,0.073,0.23,0.99675,8.0,17.0,3.26,5,3.2,0.57,119.0,0,1,0.57
9.2,0.075,0.37,0.998,9.4,5.0,3.22,5,2.2,0.62,13.0,0,1,0.34
9.2,0.075,0.0,0.9968,6.6,12.0,3.49,5,2.1,0.67,56.0,0,1,0.695
9.4,0.611,0.76,0.9968,7.7,8.0,3.06,5,1.8,1.26,45.0,0,1,0.41
10.5,0.085,0.47,0.99965,10.0,14.0,3.36,7,2.6,0.8,33.0,0,1,0.31
9.3,0.077,0.23,0.99625,7.9,18.0,3.29,5,1.7,0.65,45.0,0,1,0.33
9.4,0.087,0.04,0.99565,7.0,12.0,3.35,4,2.0,0.6,67.0,0,1,0.975
10.0,0.07,0.03,0.99575,8.0,10.0,3.34,5,1.7,0.57,35.0,0,1,0.52
